Usename,Time,Like_count,Floor_number,Sourse,Comments
舔口奶盖_,Mon Mar 09 16:46:43 +0800 2020,2678,142,,"""嗐 小女孩见到偶像激动紧张罢了 狗现场在台下我都会紧张 更别提偶像在你面前还跟你打招呼了 要是我 我可能都不会呼吸了 而且她本来就是这种小作性格 很可爱  嘲声音的 蔡敏敏是她原声 而且因为她见到偶像紧张把声音拔高了"""
LUCKYIKUNGIRL,Mon Mar 09 16:57:07 +0800 2020,2531,488,,"""蔡徐坤太好笑了，一本正经的搞笑"""
·镜哥顶级难泡·,Mon Mar 09 16:59:11 +0800 2020,2321,757,,"""蔡徐坤真的是在表达老实人的疑惑哈哈哈"""
是可爱的彩彩妹儿呀,Mon Mar 09 16:57:04 +0800 2020,1713,483,,"""有一说一，蔡徐坤真的太帅了"""
青苔淋雨,Mon Mar 09 15:52:33 +0800 2020,1544,110,,"""虞书欣好可爱啊，肯定是见着sa紧张了，这个妹妹好可爱啊突然想看青2了"""
南街十八槿,Mon Mar 09 16:55:35 +0800 2020,1385,362,,"""既然提到我们蔡pd了 那我就要大声说！蔡徐坤！你好帅一男的[冰雪奇缘雪宝][冰雪奇缘雪宝][冰雪奇缘雪宝]"""
葵花籽味猫咪,Mon Mar 09 16:49:45 +0800 2020,1010,180,,"""哈哈蔡徐坤好可爱"""
安妮·颖儿,Mon Mar 09 16:58:08 +0800 2020,928,613,,"""哈哈哈蔡pd好搞笑，既然来了，就康康帅哥八！"""
ohhOOO2,Mon Mar 09 17:34:08 +0800 2020,973,5967,,"""这波没问题 对cxk突然有好感哈哈哈哈哈哈"""
徐乃子,Mon Mar 09 17:08:58 +0800 2020,906,1978,,"""？？？这声音要是对我说 她没了"""
p__jimin,Mon Mar 09 17:25:26 +0800 2020,815,4655,,"""别说我觉得cxk长大了。有点喜欢他"""
就是喜欢睡觉呀,Mon Mar 09 17:54:10 +0800 2020,757,8663,,"""最近对蔡徐坤好感增加好多啊"""
笑颜826,Mon Mar 09 16:23:58 +0800 2020,795,119,,"""是演了一部情景剧吗我赞同"""
顶帅绝美蔡徐坤,Mon Mar 09 16:56:35 +0800 2020,737,434,,"""蔡徐坤好看得我忘记刚刚想发什么了，那我夸他一下好了。。"""
roseych,Mon Mar 09 16:57:24 +0800 2020,687,520,,"""坤坤说这句话完全是解脱选手的压力的吧"""
嗯4哦,Mon Mar 09 16:49:19 +0800 2020,608,176,,"""人家挺可爱一小姑娘 人太多而已 并且偶像是Blackpink难免会激动了。"""
温温喜欢小困,Mon Mar 09 16:52:42 +0800 2020,480,250,,"""哈哈哈一起期待蔡pd吧！"""
鋰葵酒野·kunth,Mon Mar 09 16:54:15 +0800 2020,481,303,,"""既然cue到小蔡了 那就来看看我们的帅哥吧"""
L丶一直走花路,Mon Mar 09 17:03:43 +0800 2020,556,1369,,"""本来看电视剧有了滤镜还想pick一下，这说话方式让我成功劝退。。。太做作了。。。"""
囍NINE_,Mon Mar 09 17:50:50 +0800 2020,459,8261,,"""蔡徐坤一直看资料的反应我爱了哈哈哈"""
小风车周姐,Mon Mar 09 16:47:16 +0800 2020,509,146,,"""我还以为她在模仿小朋友说话，现实生活中真有人这么说话吗"""
可颂加果酱,Mon Mar 09 17:39:19 +0800 2020,457,6707,,"""怎么办，突然有点粉蔡徐坤(粉丝勿喷没有恶意)"""
_倩倩倩倩倩倩Even_,Mon Mar 09 17:35:33 +0800 2020,410,6162,,"""哈哈哈哈瞬间想粉蔡徐坤"""
qpencil,Mon Mar 09 17:47:05 +0800 2020,365,7756,,"""蔡徐坤低头的肩膀 好苏！ 我的点会不会很偏 啊哈哈哈  """
路路路是个大梦想家,Mon Mar 09 16:49:08 +0800 2020,403,171,,"""真是受不了这个说话的动静，好歹也演了几部电视剧，有点名气，就算喜欢Lisa ，也不至于这样吧。服了。。。"""
路人角度说话好了,Mon Mar 09 17:14:17 +0800 2020,304,2796,,"""有一说一蔡徐坤真的帅，大家多多支持菜菜吧"""
倒杯牛奶,Mon Mar 09 18:00:43 +0800 2020,297,9450,,"""路人而已，现在对蔡徐坤好感直线上升！"""
八月初戀卷,Mon Mar 09 16:57:33 +0800 2020,279,536,,"""蔡pd好帅！"""
十点喝杯牛奶,Mon Mar 09 18:54:37 +0800 2020,271,17821,,"""不得不说，蔡徐坤的颜看起来很让人身心愉悦"""
甜甜奶葵吖,Mon Mar 09 17:27:29 +0800 2020,254,4960,,"""蔡徐坤一直都是一个很有梗的人，我们不是有意占用公共资源，大家都十分担心疫情，愿武汉人民安康，武汉加油！中国加油！"""
池鱼仙九,Mon Mar 09 16:54:39 +0800 2020,325,322,,"""虞书欣内心：Lisa！！！不行我不能喊我控制下！（偷瞄一下）（再偷瞄一下）"""
喝浆糊的粑粑耶,Mon Mar 09 19:32:50 +0800 2020,244,22894,,"""最近看了一期快本，我竟然对cxk好感暴增，尤其是身材比例我才get到，滑冰是半蹲扶吴昕の时候，我靠awsl"""
花卷是个小姑娘,Mon Mar 09 19:01:44 +0800 2020,250,18817,,"""我擦这里没控评！！！！！！！！一直都挺喜欢蔡徐坤，现实里有人说他我还会护着怼对方几句，真的希望他能越来越好。这次没看到一溜烟的控评我有一种小蔡要摆脱纯流量的感觉了"""
爱因斯坦伽利略吖,Mon Mar 09 19:05:48 +0800 2020,242,19364,,"""感觉到了蔡徐坤的粉丝小心翼翼"""
重度颜控患者本人,Mon Mar 09 18:09:57 +0800 2020,229,10753,,"""对蔡徐坤路转粉了很认真"""
奶油甜葵·,Mon Mar 09 17:14:39 +0800 2020,220,2864,,"""蔡pd只是开玩笑 没有恶意"""
嘉伦让青其好好学习,Mon Mar 09 18:45:49 +0800 2020,199,16523,,"""哈哈哈哈哈哈哈哈哈哈对蔡蔡路转粉 应该不止我一个人这样叭（挠头"""
Yulia乾雅,Mon Mar 09 17:09:33 +0800 2020,211,2038,,"""到也不必热搜"""
Pigeon128,Mon Mar 09 16:04:22 +0800 2020,210,115,,"""因为她是lisa的粉丝之前就在活动的时候见过面"""
kaokokai,Mon Mar 09 17:38:56 +0800 2020,177,6654,,"""我觉得蔡徐坤好帅"""
阿咩与年糕,Mon Mar 09 17:42:18 +0800 2020,172,7115,,"""觉得蔡徐坤真的越看越可爱"""
一颗柠檬周哈哈,Mon Mar 09 17:36:29 +0800 2020,176,6316,,"""我今天终于知道超话第一的蔡徐坤长什么样子了 ！！讲真 以前只闻其名 未见其人"""
暴走的短腿1,Mon Mar 09 19:37:01 +0800 2020,176,23422,,"""路人表示最近有被蔡徐坤帅到 要粉上"""
王之蔑视KINGeye,Mon Mar 09 16:57:27 +0800 2020,178,530,,"""感觉她在瞟lisa"""
iuseo,Mon Mar 09 16:55:34 +0800 2020,203,361,,"""虞书欣这个妹子真的很可爱啊 路人觉得她真的是青你2里面的小女生我看的最舒服的"""
甜句嘉,Mon Mar 09 18:54:24 +0800 2020,158,17788,,"""我的关注点停留在了蔡徐坤的颜值上也太可了  一直路人无感  没参与全网黑  但是这颜值也可！！"""
微微一笑很倾城管·,Mon Mar 09 20:01:25 +0800 2020,145,26149,,"""就这几天我对cxk的好感度直线上升🆙，已成为颜粉"""
yumehatuyuki,Mon Mar 09 16:50:20 +0800 2020,152,192,,"""哈哈哈 妹妹这出场确实有点尴尬"""
脱蔡徐坤CK,Mon Mar 09 16:56:24 +0800 2020,136,420,,"""蔡徐坤好可爱"""
困困爱吃芒果冰,Mon Mar 09 17:45:17 +0800 2020,142,7515,,"""众所周知 蔡徐坤是个直男"""
Odkkkkkkk-,Mon Mar 09 17:01:25 +0800 2020,128,1055,,"""蔡徐坤好幽默"""
天真烂漫的猫,Mon Mar 09 17:51:16 +0800 2020,120,8326,,"""蔡徐坤还蛮帅的"""
KriSty-Bbbear,Mon Mar 09 19:41:12 +0800 2020,100,23904,,"""开始喜欢小蔡pd了哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈"""
泡芙兔_-,Mon Mar 09 17:45:57 +0800 2020,101,7603,,"""哈哈哈哈蔡徐坤好帅好可爱"""
steall__,Mon Mar 09 19:38:37 +0800 2020,97,23616,,"""突然get到了蔡徐坤 真的好帅但是又有一点小可爱在里面"""
小晗好困o,Mon Mar 09 16:58:16 +0800 2020,106,635,,"""我来说句话，虞书欣其实性格就是这样的，而且她这是因为见偶像紧张，她进来第一眼看见lisa以后就紧张了，然后说话的时候也在不停瞟lisa。"""
sev-years,Mon Mar 09 17:30:02 +0800 2020,98,5326,,"""我发现蔡徐坤挺帅啊"""
珍藏版芒果冰,Mon Mar 09 17:13:11 +0800 2020,98,2623,,"""已经好几个选手把坤坤搞懵了，他以为这个小姐姐是故意表演情景剧的，毕竟这些可爱妹妹是那么的让人琢磨不透，哈哈哈哈哈哈哈哈"""
Han格格宝yu,Mon Mar 09 16:57:12 +0800 2020,97,498,,"""这个女生挺耐看，就是有点装啊"""
蔡小醋的醋,Mon Mar 09 17:20:47 +0800 2020,86,3898,,"""PD太有梗了哈哈"""
榴莲味的螺蛳粉噢,Mon Mar 09 16:49:17 +0800 2020,89,175,,"""猕猴桃花钱了吗"""
风居住的街道zzZx,Mon Mar 09 16:57:28 +0800 2020,100,531,,"""cxk这种玩应好意思说别人？"""
王公子拈花一笑,Mon Mar 09 19:32:36 +0800 2020,74,22864,,"""我通过这个视频get到了蔡徐坤的颜值"""
李是猕猴桃,Mon Mar 09 19:02:43 +0800 2020,72,18928,,"""突然想到几年前看第一季我喜欢的选手被淘汰了以后为了不让我的票浪费我都投给cxk了，最后看他c位出道我还有点欣慰，不知道新的有没有内味了"""
羽弥凃荳,Mon Mar 09 16:46:33 +0800 2020,104,138,,"""笑死了看见lisa紧张到了的菜瓜"""
123是小葵呀,Mon Mar 09 17:19:22 +0800 2020,77,3643,,"""蔡徐坤:受不了 我选择低头"""
泡芙兔_-,Mon Mar 09 17:50:07 +0800 2020,63,8173,,"""哈哈哈蔡徐坤太可爱了"""
L1n666666,Mon Mar 09 18:52:08 +0800 2020,66,17464,,"""发现蔡徐坤有点可爱，他这句话挺真实的。"""
天真烂漫的猫,Mon Mar 09 20:57:20 +0800 2020,61,30163,,"""蔡徐坤好直一男的，哈哈哈哈哈哈哈哈哈哈哈"""
甜热热的紫薯饼,Mon Mar 09 20:18:22 +0800 2020,69,27818,,"""从上期快本开始get到了蔡徐坤的颜，之前一直get不到，现在都快成他颜粉了"""
NNDalin,Mon Mar 09 20:12:47 +0800 2020,61,27276,,"""我最近对蔡徐坤莫名的增加了好多好感"""
泽瑶瑶瑶瑶,Mon Mar 09 19:49:30 +0800 2020,69,24830,,"""hhhhhh 突然有点路转粉的感觉对cxk"""
没有名字的plmm,Mon Mar 09 17:08:12 +0800 2020,80,1895,,"""看了下一站对她很有好感，但这声音真的听不下去了，起鸡皮疙瘩"""
别叫我温温了,Mon Mar 09 19:43:25 +0800 2020,54,24145,,"""我晕 蔡徐坤还挺帅嗷"""
我想养只猫QvQ,Mon Mar 09 16:43:14 +0800 2020,67,120,,"""是个演员"""
Frangipaneee_,Mon Mar 09 19:49:30 +0800 2020,55,24833,,"""我天蔡徐坤咋这么帅"""
鱼是抹Rio嗯哼hang,Mon Mar 09 19:38:40 +0800 2020,56,23624,,"""我现在真的对蔡徐坤越来越有好感了"""
千千千鹤子,Mon Mar 09 16:47:34 +0800 2020,63,149,,"""见到偶像太紧张啦 还是很可爱的"""
银河系最酷炫可爱,Mon Mar 09 20:54:28 +0800 2020,46,30043,,"""我有预感节目播出后蔡pd又会圈一大波粉。"""
Roseanne0,Mon Mar 09 18:31:02 +0800 2020,45,14368,,"""蔡徐坤还挺可爱哈哈哈哈哈哈哈哈"""
Ginger_0214,Mon Mar 09 16:59:24 +0800 2020,72,790,,"""虞书欣的偶像是BLACKPINK！看到Lisa导师时她紧张的样子好真实😂😂😂😂追星少女"""
郝难胖,Mon Mar 09 17:30:33 +0800 2020,47,5405,,"""我看成了“蔡文姬说虞姬演情景剧”"""
0802号葵奎飞船,Mon Mar 09 17:14:01 +0800 2020,32,2750,,"""哈哈哈哈哈哈哈哈哈哈哈哈哈妹妹也挺可爱的 我要是在节目近距离见到蔡徐坤我得哭出来  网页链接"""
春茶困困·,Mon Mar 09 17:07:05 +0800 2020,39,1775,,"""康康我们的蔡PD吧  网页链接"""
小风车周姐,Mon Mar 09 16:46:43 +0800 2020,47,143,,"""这个女孩子又可爱又做作"""
红豆芋圆加椰果,Mon Mar 09 19:45:47 +0800 2020,40,24406,,"""蔡徐坤好帅啊 帅是真的帅"""
有脾气缪斯姐,Mon Mar 09 19:32:04 +0800 2020,37,22784,,"""我的天呐蔡徐坤有点帅气！"""
qpencil,Mon Mar 09 17:24:56 +0800 2020,35,4580,,"""蔡徐坤低头的肩膀 好苏！ 我的点会不会很偏 啊哈哈哈"""
中二病患者杨百万,Mon Mar 09 17:12:32 +0800 2020,39,2492,,"""这是要走超越妹妹的路线么？"""
流氓小甜心,Mon Mar 09 17:26:14 +0800 2020,41,4779,,"""她真的很做作，电视剧演的还行，怎么真人这么作里作气的"""
芹菜牛肉不要芹菜82,Mon Mar 09 17:25:55 +0800 2020,24,4725,,"""哈哈哈哈哈哈哈蔡PD太幽默了吧"""
陌桑勾搭不留,Mon Mar 09 16:49:44 +0800 2020,33,181,,"""这个声音……我受不了了告辞"""
巨星浮丶烟染,Mon Mar 09 18:40:19 +0800 2020,31,15732,,"""图片评论  网页链接"""
爱GoldMorning天天,Mon Mar 09 17:32:28 +0800 2020,25,5710,,"""第一次觉得坤坤说的好对"""
沈茶茶同学,Mon Mar 09 16:57:41 +0800 2020,32,557,,"""我尴尬了"""
李大鹅嘎,Mon Mar 09 17:55:35 +0800 2020,18,8825,,"""蔡徐坤选秀出道已经两年了吗？？？？？？？"""
做zangzhang的女孩48752,Mon Mar 09 17:29:32 +0800 2020,22,5269,,"""好可爱蔡徐坤"""
一九九八·零八·零二,Mon Mar 09 17:02:21 +0800 2020,31,1177,,"""幽默小蔡"""
和你们一起闪耀呀,Mon Mar 09 17:19:17 +0800 2020,29,3631,,"""无意冒犯，但是这声音我胃真的不好受"""
一颗甜菜璐,Mon Mar 09 18:19:20 +0800 2020,21,12403,,"""蔡pd有努力在破冰"""
就是二瑶,Mon Mar 09 22:57:35 +0800 2020,20,34260,,"""忽然觉得蔡徐坤有点宝藏是怎么肥事"""
苦瓜智贤,Mon Mar 09 17:21:16 +0800 2020,23,3977,,"""对不起我真的觉得可爱 没有粉丝滤镜讲真的我真的觉得可爱毕竟是个人看到自己偶像和自己打招呼都会这样 我之前看过一年级 她好像一直都是这样说话啊 我身边也有朋友天生就是这样说话的 不是故意作出来的 所以别说尬了无语平心而论"""
越兮fen,Mon Mar 09 20:49:22 +0800 2020,25,29797,,"""突然有点粉蔡徐坤了"""
想和千玺谈恋爱ing,Mon Mar 09 19:51:05 +0800 2020,17,25024,,"""蔡徐坤有点可爱"""
念稚-sheNShen,Mon Mar 09 19:42:19 +0800 2020,18,24035,,"""因为肖战那个事 我觉得蔡徐坤当年太委屈了 """
葵葵牌小玫瑰,Mon Mar 09 18:29:15 +0800 2020,15,14089,,"""ella:老娘活了这么多年也没见过这款式"""
倞司_,Mon Mar 09 19:41:19 +0800 2020,16,23921,,"""突然喜欢蔡徐坤"""
止时云砚,Mon Mar 09 19:20:20 +0800 2020,14,21239,,"""蔡徐坤好可爱啊"""
LSC的小西瓜,Mon Mar 09 19:56:13 +0800 2020,14,25607,,"""u1s1 蔡徐坤真帅啊"""
冯坤洋子,Mon Mar 09 16:58:01 +0800 2020,18,597,,"""好 尴尬啊.."""
好似夢回,Mon Mar 09 20:56:03 +0800 2020,19,30112,,"""蔡徐坤真的好看！我以前眼瞎了 我还玩他梗还黑他菜菜我错了 我喜欢你"""
易家的易涵,Mon Mar 09 19:38:10 +0800 2020,19,23547,,"""我最近cxk看多了好感度上去了很多，真不觉得有什么尴尬，就调侃啊，而且271你们都知道的剪辑什么的271最爱了然后我一女的觉得虞书欣作的好可爱，不知道为什么就是讨厌不起来，毕竟她有作的资本"""
一口芥末虾球,Mon Mar 09 20:42:48 +0800 2020,5,29437,,"""嗲的我难受"""
小鹤le,Mon Mar 09 22:58:21 +0800 2020,13,34283,,"""突然发现蔡徐坤很帅啊"""
Annanpc,Mon Mar 09 20:49:07 +0800 2020,14,29793,,"""蔡徐坤好可"""
钟定,Mon Mar 09 18:29:19 +0800 2020,10,14099,,"""哈哈哈哈哈哈直男蔡徐坤"""
宇宙超级第一天才少女,Mon Mar 09 17:54:23 +0800 2020,18,8689,,"""get到了蔡徐坤"""
KUN_八月葵,Mon Mar 09 17:12:51 +0800 2020,14,2563,,"""小蔡没有恶意哦，既然cue到了，那就看看帅哥"""
苏打水你别喝,Mon Mar 09 19:09:28 +0800 2020,10,19811,,"""蔡徐坤都懵了吧，这女的好作，笑死我了"""
林本环奈_,Mon Mar 09 17:02:46 +0800 2020,21,1231,,"""小蔡一直男 yxh放过他吧，我看到时候都没注意这句话"""
BADA-G,Mon Mar 09 18:40:00 +0800 2020,8,15695,,"""蔡徐坤："""
粥南的晚悠呐,Mon Mar 09 16:56:13 +0800 2020,26,404,,"""因为她看到lisa了！！她是blink！！！！所以会紧张啦"""
呆呆悦汐,Mon Mar 09 16:47:32 +0800 2020,22,147,,"""见到偶像有点紧张啊如果换成我我比她还紧张"""
喵娅Mia,Tue Mar 10 08:16:23 +0800 2020,6,37719,,"""Cxk再也没抬起头哈哈哈"""
裴阿花,Mon Mar 09 17:45:06 +0800 2020,12,7485,,"""正常一点不行吗，这样真的让人很烦，看着还做作"""
拜拜了我的25斤肉肉,Mon Mar 09 17:05:46 +0800 2020,14,1642,,"""怎么办，知道她有点点作，但是还是忍不住好喜欢她"""
小松胖奈·,Mon Mar 09 16:59:47 +0800 2020,19,836,,"""她就是看见lisa太紧张了"""
在天上会有什么心情,Mon Mar 09 16:58:15 +0800 2020,19,631,,"""妹妹是Lisa的粉丝 看到偶像紧张了吧哈哈哈"""
神隐KUN十代,Mon Mar 09 19:26:40 +0800 2020,6,22067,,"""蔡PD冷幽默风趣可爱搞笑迷人@蔡徐坤 看看我们的舞台听听美妙的音乐会爱上梦幻般有承担的大男孩。"""
花心大牛肉,Mon Mar 09 17:30:23 +0800 2020,8,5382,,"""不要给坤哥招黑啊啊啊啊啊啊啊"""
神乐绘子,Mon Mar 09 17:30:02 +0800 2020,9,5325,,"""虽然妹妹作但她作的很可爱啊，小公主一样"""
吧唧一口奶味菠萝包,Mon Mar 09 17:23:05 +0800 2020,10,4270,,"""一本正经搞笑的蔡pd"""
不爱香菜的胖虎,Mon Mar 09 18:21:30 +0800 2020,6,12790,,"""其实还是很可爱的，她也许真的是紧张呢？我看她演的剧还是不错的"""
夏夏夏夏夏夏Y涵,Mon Mar 09 18:07:03 +0800 2020,12,10280,,"""我现在看蔡徐坤怎么越来越顺眼了"""
陷入奎境,Mon Mar 09 17:51:08 +0800 2020,11,8311,,"""蔡徐坤这句话没有恶意的，哈哈"""
浅川冬渡,Mon Mar 09 16:46:47 +0800 2020,10,144,,"""蛮可爱的啦哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈"""
秦宵,Mon Mar 09 19:57:11 +0800 2020,13,25703,,"""好做作……近日倒是对蔡徐坤好感up了"""
宁宁的糖果罐_,Mon Mar 09 18:24:49 +0800 2020,5,13362,,"""没什么好尴尬的哈妹妹见到自己的偶像有些紧张罢了，能见到自己的偶像 这么紧张很正常不是吗"""
aoeiu鱼儿,Mon Mar 09 17:59:04 +0800 2020,4,9242,,"""现实中这样有些怪怪的，蔡徐坤也不叫吐槽吧，感觉是很像情景剧呀，是不是就是在表演情景剧呀？"""
李知恩呐好梦,Mon Mar 09 17:41:51 +0800 2020,9,7054,,"""她应该是看到Lisa这样 仔细观察她看了好几次Lisa 但是这个声音"""
有心事de少女,Mon Mar 09 16:54:40 +0800 2020,14,324,,"""说话怎么……"""
是这样的吗abcd,Mon Mar 09 17:20:02 +0800 2020,13,3759,,"""吐了"""
你想都不要想啦,Mon Mar 09 17:05:47 +0800 2020,13,1645,,"""虽然蔡敏敏带入很强但也不必这样装"""
雍容雅和,Mon Mar 09 17:02:47 +0800 2020,12,1234,,"""Lisa给她打招呼了！"""
屋顶啾,Mon Mar 09 16:59:49 +0800 2020,12,842,,"""哈哈哈哈哈哈要是我同一时间见了这么多偶像我肯定尖叫的更厉害  人家一挺可爱的小姑娘 网友们就甭这么严格啦"""
啵唧一口小葵葵,Mon Mar 09 21:05:19 +0800 2020,9,30496,,"""37秒我听到了cxk长叹一口气哈哈哈哈哈哈哈哈笑死我了"""
不吃萝卜垂耳兔,Mon Mar 09 20:10:20 +0800 2020,2,27015,,"""蔡制作人敢说"""
蔡蔡葵葵-,Mon Mar 09 19:10:35 +0800 2020,6,19950,,"""我吃个饭回来从20几就到第一了？"""
吱芝麻糊,Mon Mar 09 17:21:24 +0800 2020,11,4002,,"""一年级入的坑，她作作一开始觉得怪怪的，但时间久了就觉得很可爱"""
g-m-y噗,Mon Mar 09 19:42:04 +0800 2020,4,24013,,"""最近看她演的  少主且慢行   还挺好看的，里面就是那种作的可爱的感觉，真的挺可爱的"""
思大霖呀,Mon Mar 09 19:35:27 +0800 2020,6,23221,,"""天啊，这就叫作吗？？？？我一个女汉子被下面那些恶意的评论惊呆了！明显听到了菜菜脱口而出的Lisa！如果是我这么近距离看到Jennie我应该会直接哭出来吧"""
你眼里藏着星星_,Mon Mar 09 19:02:12 +0800 2020,7,18874,,"""人家从小就是被宠到大的，名副其实的小公主，真实性格就是这样，不是作，看过她花絮综艺的就知道。不要再喷了，我觉得她很可爱的，她很喜欢Lisa紧张很正常的啊。不要被爱奇艺的剪辑给带偏了，到时候关注pljj吧。谢谢！"""
Super咧咧,Mon Mar 09 17:20:06 +0800 2020,9,3773,,"""我听她说话  怎么这么难受？？？"""
郝大大926,Mon Mar 09 20:54:44 +0800 2020,2,30052,,"""看我们崽崽就好，哈哈"""
uhetffy,Mon Mar 09 20:18:30 +0800 2020,3,27837,,"""嗲过头了，get不到可爱"""
Bobi的小世界,Mon Mar 09 19:22:21 +0800 2020,3,21491,,"""啊，li（sa）"""
抱着纸箱呵呵,Mon Mar 09 18:45:39 +0800 2020,7,16503,,"""别在那洗了 什么看到偶像紧张 先不说占用选秀名额 这表现一看就是装的 粉丝别来喷我 来一个拉黑一个"""
无敌可爱的萨萨,Mon Mar 09 18:15:10 +0800 2020,3,11636,,"""地铁老人手机……"""
蔡徐坤我要吃芹菜炒牛肉,Mon Mar 09 17:22:17 +0800 2020,9,4138,,"""康康大帅哥"""
薏米叔叔,Mon Mar 09 17:19:16 +0800 2020,4,3627,,"""蔡徐坤"""
迷失在夢遊中,Mon Mar 09 17:13:02 +0800 2020,7,2594,,"""蔡pd没有恶意 妹妹不要介意"""
今天小王上岸了吗,Tue Mar 10 22:49:11 +0800 2020,0,38529,,"""好奇心使我点进去，求生欲使我退出来"""
笙歌歌儿,Mon Mar 09 17:52:16 +0800 2020,3,8437,,"""没人觉得这滤镜浓得过分了吗"""
slowdownmydear,Mon Mar 09 17:45:55 +0800 2020,7,7595,,"""图片评论"""
是朵儿可爱的花,Mon Mar 09 17:19:20 +0800 2020,8,3637,,"""我都干呕了"""
-糖食一级选手,Tue Mar 10 01:17:53 +0800 2020,3,36718,,"""平时新歌发布粉丝想安利的时候热搜永远上不去 只想说一句 🐶🍑有钱真好 别带帅哥了"""
0802研究葵学,Mon Mar 09 17:31:24 +0800 2020,3,5537,,"""看坤坤说话表情是没有恶意的哦"""
FkinCh1z,Tue Mar 10 03:48:11 +0800 2020,5,37361,,"""完了 我钢铁直男突然觉得cxk有嗲帅"""
刘亦菲的小阔耐,Mon Mar 09 19:14:07 +0800 2020,5,20437,,"""这是可爱吗？我断网了？这叫做作"""
Pan_zDora,Mon Mar 09 17:50:34 +0800 2020,2,8224,,"""……怎么感觉有点模仿杨超越??? 而且声音好诡异……"""
许瀚光我耐你,Mon Mar 09 17:19:38 +0800 2020,6,3686,,"""要不要那么装"""
吃了可爱的樱桃,Mon Mar 09 17:16:35 +0800 2020,5,3163,,"""这声音我真的听了想打人。之前声临其境也是。。。（u1s1别喷我）希望她能像演戏一样好好说话"""
陈芬芬打虎,Mon Mar 09 21:14:12 +0800 2020,5,30855,,"""是真的作，过头了吧，看了好不舒服啊，我的天啦啦啦啦"""
晚安可愛的妳,Mon Mar 09 17:19:22 +0800 2020,7,3645,,"""这个女生太做作了吧？又不是进来审讯..."""
Cecilia-颖,Mon Mar 09 16:59:24 +0800 2020,4,789,,"""绝对是我看见偶像的样子了@頋九安"""
是楚白禾吖,Tue Mar 10 07:43:45 +0800 2020,3,37664,,"""怎么回事评论都在夸cxk…那我也就不藏着掖着了坤坤真的好帅"""
-桃花圆记-,Mon Mar 09 20:42:19 +0800 2020,3,29410,,"""？"""
芝士牌小困_k,Mon Mar 09 18:24:50 +0800 2020,3,13365,,"""坤子哥太好笑了哈哈哈"""
宁山川,Mon Mar 09 17:25:51 +0800 2020,1,4715,,"""泥石流小姐"""
